user_id,book_id,rating,reading_date
215,729,4.0,2025-09-01
215,3574,4.0,
215,417,9.0,
215,6788,7.0,
215,1112,1.0,2019-04-01
215,472,7.0,
215,6402,3.0,2022-07-02
215,6217,10.0,2025-02-12
215,1909,6.0,
215,1484,6.0,
215,3882,6.0,
215,3088,8.0,
215,425,,2022-04-05
215,2580,1.0,
215,5298,7.0,
215,6580,8.0,2020-03-28
215,4462,5.0,
215,4087,9.0,2021-07-23
215,3615,3.0,2018-07-09
215,4027,8.0,
215,1957,1.0,
215,1731,5.0,2021-04-05
215,5358,,2018-10-21
215,5480,7.0,2022-01-15
215,1571,7.0,2024-07-02
215,2007,3.0,
215,1640,4.0,2016-01-16
215,6700,3.0,2022-06-08
215,2344,10.0,2021-05-03
215,5623,7.0,
215,6315,6.0,2017-01-11
215,2166,10.0,
215,23,,
215,4372,,
215,4109,4.0,
215,1995,,
215,1763,10.0,2016-07-26
215,2666,5.0,
215,4060,5.0,2023-11-29
215,3418,1.0,2025-12-16
215,1501,10.0,2022-01-25
215,4791,6.0,
215,333,2.0,
215,4445,,2025-12-04
215,4626,,2024-04-14
215,825,7.0,
215,1508,8.0,
215,2637,4.0,2023-06-19
215,1550,6.0,
215,3140,8.0,
215,238,2.0,
215,391,10.0,2024-10-16
215,1733,,2016-11-25
215,3773,1.0,
215,5460,6.0,2022-05-17
215,1759,1.0,2025-03-30
215,4613,10.0,
215,4888,,
215,6782,9.0,
215,4427,1.0,2022-05-16
215,634,6.0,
215,4114,5.0,
215,859,,2017-06-29
215,201,9.0,
215,1630,1.0,2022-06-08
215,3238,7.0,2018-01-10
215,2720,5.0,
215,2478,8.0,2021-04-14
215,5231,3.0,
215,5749,6.0,
215,4554,3.0,2018-09-03
215,2225,6.0,
216,6243,6.0,2018-08-16
216,2705,4.0,
216,3623,1.0,
216,6617,1.0,2020-10-19
216,2756,7.0,2019-04-19
216,5715,10.0,2019-08-14
216,232,8.0,
216,1926,8.0,2021-02-05
216,3777,1.0,2022-05-10
216,4878,1.0,
216,170,6.0,2025-01-22
216,1965,8.0,2022-12-28
216,803,5.0,2025-11-07
216,4209,6.0,
216,6590,1.0,2022-12-10
216,4552,7.0,2023-10-07
216,2300,7.0,
216,3413,6.0,
216,2947,5.0,2022-04-28
216,2249,2.0,
216,3642,8.0,2018-08-22
216,4934,6.0,
216,6096,,
216,1817,8.0,2021-03-25
217,4517,8.0,
217,4570,10.0,
217,6218,9.0,
217,177,,2018-12-08
217,1719,5.0,
217,3297,8.0,
217,1491,10.0,2021-10-14
217,6784,1.0,2021-01-10
217,644,7.0,
217,5129,,2019-12-16
217,5753,3.0,2011-07-08
217,5442,1.0,2024-05-17
217,1898,5.0,2020-11-04
217,5708,1.0,
217,1309,5.0,2013-09-29
217,4977,5.0,
217,1474,6.0,
217,4266,10.0,2019-04-14
217,1348,3.0,
217,3393,6.0,
217,1106,9.0,2014-02-26
217,2834,7.0,2016-10-28
217,4689,4.0,2014-12-09
217,472,4.0,
217,2544,10.0,
217,2811,2.0,2018-12-23
217,778,3.0,
217,4672,10.0,
217,6382,6.0,
217,2061,6.0,2021-09-12
217,3055,8.0,2021-09-02
217,3816,5.0,
217,4706,1.0,2012-03-21
217,4123,7.0,2020-10-03
217,2033,,
217,3053,2.0,
217,3538,1.0,
217,5705,7.0,
217,5767,2.0,2024-07-10
217,3435,10.0,2020-09-01
217,5778,8.0,2012-06-26
217,1199,5.0,2017-04-06
217,857,2.0,
217,4192,10.0,
217,2171,9.0,2023-06-28
217,1699,9.0,2016-10-30
217,3541,4.0,
217,5331,,
217,2290,1.0,
217,6439,7.0,2025-09-29
217,1485,5.0,2011-05-03
217,2324,5.0,2021-12-08
217,1187,1.0,
217,5601,4.0,2025-04-08
217,3305,5.0,
217,5781,,2022-09-10
217,4145,8.0,
217,3051,9.0,2014-07-21
217,4216,6.0,2017-08-18
217,4930,1.0,2023-12-02
217,3050,,
217,2542,3.0,
217,5401,1.0,
217,1951,8.0,
217,1243,7.0,
217,5150,6.0,2019-12-03
217,5685,,
217,5548,10.0,
217,2945,,
217,377,9.0,2025-12-05
217,3007,9.0,2020-08-08
217,4228,9.0,2017-07-14
217,6150,6.0,
217,5552,3.0,
217,5164,10.0,
217,5841,9.0,
218,5995,3.0,2022-07-16
218,3808,,2019-03-28
218,4274,8.0,2025-12-26
218,2512,1.0,2016-05-25
218,1500,6.0,
218,3837,5.0,2016-07-13
218,544,10.0,
218,5869,1.0,
218,3438,2.0,2022-02-04
218,4805,6.0,2022-07-05
218,2681,3.0,2021-11-10
218,4539,8.0,2020-03-11
218,3661,7.0,2016-11-10
218,6656,1.0,
218,6403,,2016-09-01
218,476,8.0,
219,5115,10.0,2025-09-17
219,6446,4.0,
219,463,3.0,2021-06-19
219,2412,,2024-06-28
219,6465,,2022-01-09
219,3182,8.0,2024-07-14
219,746,5.0,
219,935,3.0,
219,1281,1.0,
219,1131,1.0,2024-09-10
219,6590,5.0,
219,3362,3.0,
219,5993,3.0,2024-03-24
219,2688,5.0,2024-09-19
219,1754,6.0,2024-02-08
219,5786,6.0,
219,380,2.0,2021-05-17
219,4491,6.0,
219,2533,10.0,2021-06-22
219,6522,4.0,
219,1632,4.0,
219,5094,10.0,
219,1455,7.0,2024-09-02
219,1846,5.0,
219,4483,9.0,
219,1185,2.0,2022-06-17
219,4642,9.0,2024-06-04
219,2653,10.0,2022-05-08
219,1761,7.0,2021-12-14
219,53,,
219,887,2.0,
219,5345,3.0,2022-05-22
219,2791,9.0,
219,4427,6.0,
219,3703,9.0,
219,3872,2.0,
219,3988,9.0,2024-07-26
219,1099,2.0,2023-01-09
219,3759,8.0,2024-09-29
219,597,7.0,2023-02-15
219,3501,9.0,
219,6568,4.0,
219,804,4.0,2023-07-24
219,5534,3.0,2023-04-10
219,1333,1.0,2022-12-04
219,5483,6.0,
219,5670,,2024-08-12
219,852,10.0,2023-11-29
219,2909,1.0,2025-10-04
219,1303,10.0,
219,4299,8.0,2021-04-26
219,1902,9.0,
219,2378,6.0,2025-02-03
219,6286,5.0,2025-09-06
219,1062,2.0,
219,3545,7.0,
219,2836,5.0,2024-08-25
219,840,1.0,2023-04-17
219,5490,7.0,
219,3922,3.0,
219,1999,5.0,2022-06-26
219,1166,,2022-10-01
219,3298,2.0,
219,3169,5.0,2025-11-29
219,2951,1.0,
219,1799,1.0,2022-09-16
219,721,10.0,
219,6224,5.0,
219,3618,1.0,
219,3660,9.0,2021-01-15
219,5423,9.0,2024-10-28
219,869,4.0,
219,6226,4.0,
219,5051,4.0,2022-12-30
219,3486,9.0,
219,4075,1.0,
219,6213,10.0,
219,1425,5.0,2021-05-11
219,5308,4.0,2023-05-30
219,1696,8.0,
219,5674,3.0,
219,4184,7.0,
219,4688,7.0,2023-11-08
219,6643,,2021-09-26
219,1688,7.0,
219,1645,,
219,3468,8.0,
219,3987,5.0,
219,5499,6.0,
219,666,8.0,
219,5034,2.0,2024-03-22
219,2143,2.0,2023-06-12
219,5209,,2021-03-24
219,5415,7.0,2022-01-15
219,5178,1.0,2025-05-30
219,991,3.0,
219,2371,3.0,
219,1452,7.0,
219,2792,4.0,2021-09-09
219,1365,9.0,2022-11-18
220,4584,7.0,
220,2337,2.0,
220,6122,,
220,1925,4.0,2022-03-07
220,4758,8.0,
220,5437,7.0,2021-07-12
220,4173,5.0,
220,2814,1.0,
221,6573,7.0,
221,4498,,2025-05-14
221,2373,8.0,2020-09-05
221,1932,6.0,2022-01-28
221,1444,1.0,
221,4408,9.0,2020-04-08
221,6715,2.0,
221,4055,6.0,
221,1591,8.0,2017-03-24
221,2851,8.0,
221,5906,1.0,2021-10-30
221,4908,6.0,
221,198,2.0,2025-10-15
221,4897,8.0,
221,2771,6.0,2015-01-27
221,4802,9.0,2019-10-24
221,3953,5.0,
221,4818,,
221,875,9.0,
221,3686,9.0,2021-12-12
222,3748,4.0,
222,5608,9.0,
222,121,3.0,
222,5178,6.0,
222,2528,8.0,2023-02-27
222,1567,9.0,2024-04-30
222,4652,7.0,
222,4452,5.0,2023-02-07
222,2866,7.0,2020-07-06
222,5823,10.0,
222,6299,4.0,2020-08-20
222,267,4.0,
222,5774,,
222,4062,10.0,2023-08-30
222,5905,1.0,2020-07-19
222,4720,7.0,2020-12-13
222,3621,,
222,5484,10.0,
222,2639,10.0,2025-12-23
222,5330,6.0,2023-05-19
222,2253,3.0,
222,5033,8.0,
222,343,3.0,2024-09-12
222,3888,5.0,
222,957,3.0,2021-04-02
222,5488,10.0,2020-04-07
222,6437,10.0,2021-06-01
222,191,7.0,2024-11-11
222,672,7.0,2022-04-03
222,5856,9.0,2023-10-22
222,5102,2.0,
222,1458,8.0,
222,5459,3.0,2021-07-03
222,2435,5.0,
222,2832,4.0,
222,4141,9.0,2023-12-21
222,1319,7.0,2020-03-03
222,4966,8.0,
222,1257,8.0,
222,5560,9.0,2025-01-10
222,4649,,2020-10-22
222,1823,8.0,
222,5142,6.0,2020-09-19
222,2609,5.0,2023-02-26
222,399,8.0,2025-04-07
222,1905,7.0,
222,9,4.0,
222,1329,8.0,2020-06-13
222,4760,7.0,
222,6272,,2024-02-27
222,6367,8.0,2024-08-05
222,2140,5.0,2022-02-09
222,5297,5.0,2021-07-17
222,6533,8.0,2020-08-12
222,2876,8.0,
222,1476,8.0,2021-10-11
222,5740,8.0,
222,6251,,
222,1002,6.0,2022-03-09
222,4867,3.0,
222,503,4.0,2021-02-28
222,632,2.0,2021-03-22
222,2775,3.0,2024-06-28
222,6643,5.0,
222,2387,,
222,3308,1.0,2025-05-04
222,3088,5.0,
223,6784,1.0,2025-05-19
223,885,8.0,
223,6661,8.0,2024-08-26
223,4000,8.0,
223,3242,7.0,
223,4150,9.0,2024-05-22
223,3401,2.0,
223,4491,2.0,2024-08-26
223,5688,9.0,
223,1091,4.0,2025-06-12
223,6359,1.0,2025-03-20
223,3849,,2024-10-17
223,186,3.0,2024-04-21
223,6099,8.0,2024-09-10
223,3334,8.0,2024-01-07
223,6540,2.0,
223,4197,3.0,2025-03-20
223,3233,5.0,2024-09-05
223,298,6.0,2025-03-17
223,2397,,
223,6758,,
223,3688,,
223,273,10.0,
223,4648,4.0,2025-04-14
223,2842,9.0,2024-01-06
223,2098,2.0,2025-01-03
223,6317,9.0,2024-06-15
223,5874,2.0,
224,4537,1.0,
224,3395,2.0,2024-11-28
224,719,2.0,
224,2715,6.0,
224,5260,7.0,2025-09-10
224,1288,9.0,2024-10-12
224,1986,5.0,
224,5602,7.0,2025-11-18
224,1028,4.0,2025-03-03
224,1633,,2024-09-26
224,6092,,
224,1960,7.0,2025-05-01
224,2665,1.0,2025-09-10
224,3174,7.0,
224,5971,6.0,2024-04-05
224,4786,1.0,
224,4377,6.0,
224,5118,4.0,
224,2948,5.0,2024-11-13
224,4377,9.0,
224,5434,3.0,2025-01-09
224,3853,8.0,
224,2688,9.0,2025-09-08
224,6620,8.0,2024-04-27
224,5962,10.0,
224,6254,4.0,
224,5177,1.0,
224,5348,4.0,
224,1438,9.0,2024-02-18
224,6562,,2024-10-25
224,5728,4.0,
224,657,8.0,2024-08-12
224,5658,5.0,
224,3094,5.0,2025-12-26
224,1584,,
224,794,1.0,2025-06-18
224,2549,7.0,2024-03-09
224,57,7.0,
224,844,10.0,2024-07-07
224,2389,3.0,
224,6151,,2025-12-15
224,4757,1.0,
224,3018,10.0,2025-06-15
224,6271,4.0,2024-08-25
224,3147,9.0,
224,3865,1.0,
224,6709,3.0,2024-02-13
224,3365,1.0,2024-04-09
224,2958,1.0,
224,5884,,
224,4260,,2025-12-25
224,5566,3.0,
224,1130,8.0,2024-04-18
224,1022,5.0,
224,384,4.0,2024-05-29
224,2276,1.0,
225,4572,8.0,2022-12-21
225,6418,1.0,
225,1084,7.0,2021-09-22
225,3693,3.0,2025-02-09
225,2254,9.0,
225,535,6.0,2021-04-12
225,4057,6.0,
225,775,7.0,
225,5693,5.0,2025-11-21
225,6658,9.0,2021-11-14
225,6562,4.0,
225,3465,8.0,
225,3910,3.0,
225,5121,10.0,
225,3439,10.0,2021-11-26
225,4179,5.0,2023-02-24
225,152,5.0,
225,6280,6.0,
225,3406,2.0,2021-07-24
225,418,,2025-09-01
225,2649,2.0,
225,6115,6.0,2025-03-24
225,4654,3.0,2023-03-03
225,4144,8.0,
225,4685,1.0,2025-09-19
225,4579,7.0,
225,5253,4.0,2023-11-30
225,1790,3.0,
225,1517,5.0,2023-11-01
225,6767,1.0,2024-08-22
225,80,,
225,866,1.0,2022-01-14
225,1848,2.0,
225,4251,10.0,
225,5102,3.0,2022-10-21
225,2459,1.0,2021-07-03
225,3489,8.0,
225,3374,7.0,2021-02-27
225,1867,8.0,
225,4383,3.0,
225,2242,,2023-08-09
225,50,8.0,
225,80,9.0,
225,1295,4.0,2023-05-16
225,4058,,
225,6449,,
225,6617,7.0,
225,2408,10.0,
225,1245,3.0,
225,5818,8.0,2024-06-23
225,5478,7.0,
225,2461,9.0,2021-10-24
225,1590,8.0,
225,1463,1.0,2021-03-18
225,5859,1.0,2023-09-07
225,310,3.0,2025-02-16
225,5259,2.0,2023-06-19
225,5476,3.0,2022-02-15
225,2762,2.0,2023-05-13
225,1137,3.0,
225,4588,6.0,
225,6608,3.0,
225,654,10.0,2021-07-07
225,1192,10.0,
225,430,1.0,
225,6641,,2025-05-14
225,296,3.0,2021-05-13
225,668,5.0,2021-06-06
225,196,2.0,
225,2729,8.0,
225,6256,9.0,2021-01-18
225,4027,10.0,
225,5789,1.0,
226,2763,10.0,
226,343,,
226,6082,8.0,2024-01-16
226,3695,8.0,
226,4577,,2024-03-25
226,4983,9.0,
226,1078,2.0,
226,310,8.0,2024-02-24
226,5320,8.0,
226,943,1.0,
226,936,4.0,
226,5209,3.0,2025-03-12
226,5837,,2025-10-27
226,194,7.0,2025-03-17
226,1456,1.0,
226,4796,2.0,
226,4388,3.0,
226,4179,2.0,
226,4742,3.0,
226,4598,9.0,2024-02-02
226,4399,3.0,2024-07-30
226,2556,5.0,2025-04-25
226,3226,7.0,2024-06-01
226,5728,9.0,
226,6259,3.0,2024-01-19
226,2571,2.0,2025-02-21
226,3674,4.0,2024-06-26
226,5027,2.0,
226,340,,2024-01-19
226,3431,,2025-04-12
226,3952,5.0,2024-12-16
226,6350,10.0,
226,5514,,
226,2027,8.0,2024-10-18
226,4226,5.0,2024-12-17
226,3165,,2024-12-13
226,4678,3.0,
226,6785,2.0,2025-08-23
226,5909,2.0,
226,4607,3.0,2024-10-19
226,4706,,
226,3247,8.0,
226,3013,1.0,2025-04-28
226,2959,6.0,
226,1819,8.0,2025-07-07
226,2062,,
226,4289,3.0,2024-02-19
226,5303,8.0,2025-06-07
226,2420,10.0,
226,2814,,2024-01-21
226,4022,1.0,2025-08-20
226,6515,9.0,
226,5178,8.0,2025-01-21
226,2710,9.0,
226,4958,6.0,
226,6540,2.0,2025-03-06
226,936,1.0,2024-05-22
226,4655,9.0,
226,550,8.0,
226,1681,6.0,2024-11-22
226,6205,4.0,2025-10-04
226,5557,9.0,2024-01-28
226,256,4.0,
226,838,10.0,
226,3500,10.0,2025-04-10
226,4241,3.0,2025-04-03
226,1451,5.0,2024-11-08
226,3456,9.0,2025-03-30
226,3668,3.0,2024-02-23
226,164,2.0,2025-06-02
226,2809,3.0,
226,4455,,
226,983,4.0,2024-07-11
226,1938,9.0,2025-04-06
226,6411,3.0,2025-02-24
226,3021,9.0,2025-08-18
226,376,8.0,
226,5515,8.0,
226,2209,3.0,
226,1265,,2024-10-10
226,3948,1.0,
226,3569,4.0,
226,4636,,
226,993,6.0,
226,5074,4.0,2025-04-07
226,2201,2.0,
226,1731,2.0,2025-01-12
226,448,6.0,2025-09-20
226,5412,5.0,
226,1827,9.0,
226,3465,9.0,2025-01-09
226,4850,10.0,2024-08-14
226,6410,8.0,2024-12-07
226,2158,9.0,2024-01-27
226,4412,,2024-01-25
227,4081,1.0,
227,4602,2.0,2021-02-14
227,16,1.0,
227,177,5.0,2022-01-29
227,2494,1.0,2021-07-29
227,4992,,
227,2957,,2024-04-19
227,2115,,2025-03-07
227,2273,4.0,2025-02-27
227,5086,2.0,
227,6276,2.0,2023-02-14
227,652,2.0,2024-01-13
227,6405,8.0,2024-04-20
227,3041,6.0,2022-04-24
227,3813,2.0,
227,6810,1.0,
227,4397,6.0,2023-01-28
227,5142,,2024-01-17
227,3118,8.0,2021-11-26
227,106,1.0,2025-02-27
227,188,6.0,2023-10-19
227,1477,3.0,
227,2269,8.0,2023-11-22
227,6028,9.0,2023-02-16
227,5254,5.0,2023-03-18
227,1391,1.0,
227,2643,,2023-08-03
227,920,2.0,
227,2008,5.0,2021-04-21
227,1545,3.0,
227,2275,,
227,3308,2.0,
227,2867,6.0,2021-09-08
227,3453,3.0,2023-04-11
227,269,6.0,2023-09-21
227,2122,3.0,
227,2210,4.0,2025-12-18
227,2543,4.0,2021-09-16
227,347,7.0,2022-02-06
227,3822,9.0,
227,1141,5.0,
227,6677,7.0,2021-07-11
227,2031,3.0,
227,4532,4.0,
227,1606,10.0,
227,5100,3.0,
227,6068,10.0,
227,2262,,
227,1539,6.0,
227,3776,6.0,2025-06-26
227,1775,5.0,
227,1014,7.0,2024-03-22
227,688,4.0,
227,5030,,2022-02-10
227,604,9.0,2023-07-10
227,6419,3.0,
227,1094,6.0,
227,2018,2.0,
227,1686,,2025-05-29
227,1449,5.0,2023-05-18
227,1674,6.0,
227,2461,7.0,
227,3510,3.0,
227,3716,2.0,
227,6268,,
227,2526,6.0,
227,4186,1.0,
227,3066,7.0,
227,5780,4.0,
227,6572,2.0,
227,6743,8.0,
227,1861,9.0,
227,6192,6.0,
227,3763,7.0,2025-10-26
227,5114,9.0,2025-07-03
227,334,9.0,2022-07-22
227,3449,4.0,2024-03-25
227,3251,8.0,
227,1490,7.0,2025-11-15
227,5894,4.0,
227,750,,2025-10-24
227,4721,10.0,
227,3835,1.0,2025-12-29
227,6192,2.0,2024-02-20
227,3529,6.0,
227,3979,9.0,2023-04-13
227,1157,6.0,2025-03-04
227,4642,6.0,2023-06-28
227,2537,4.0,2021-02-11
227,3302,3.0,
227,4675,3.0,2022-04-24
227,6564,,2025-07-20
227,2618,6.0,2021-02-23
227,3454,10.0,2023-04-08
227,1904,3.0,
227,479,10.0,
227,6298,,
227,5077,7.0,2021-08-23
227,2986,2.0,2021-11-28
227,368,,
228,5460,,2025-03-14
228,2194,1.0,2025-10-20
228,5597,5.0,2025-06-13
228,1572,,2025-10-15
228,6749,3.0,
228,6299,10.0,2025-03-14
228,5982,6.0,
228,4344,9.0,
228,728,,
228,947,8.0,
228,5743,9.0,
228,887,6.0,2025-04-10
228,3737,,2025-06-12
228,3949,7.0,
228,2137,9.0,
228,1673,1.0,
228,1985,1.0,
228,2017,8.0,
228,5118,7.0,2025-08-23
228,5608,9.0,2025-04-20
228,3047,4.0,
228,6594,10.0,
228,1654,10.0,2025-11-10
228,2754,1.0,2025-04-22
228,5133,6.0,2025-06-01
228,49,2.0,2025-12-02
228,1912,6.0,
228,4030,10.0,2025-07-12
228,5435,2.0,
228,5203,,
228,2876,8.0,2025-01-11
228,3112,,
228,1953,5.0,2025-12-01
228,3783,8.0,
228,1279,10.0,2025-04-30
228,4458,7.0,
228,5961,9.0,2025-07-15
228,817,8.0,2025-09-10
228,819,10.0,
228,6099,,
228,5135,6.0,2025-06-30
228,5481,4.0,
228,6591,4.0,
228,3946,6.0,
229,6516,5.0,
229,2431,10.0,
229,3998,6.0,
229,4533,7.0,2013-02-28
229,3169,8.0,
229,1371,10.0,
229,593,3.0,
229,2002,5.0,
229,1211,5.0,2024-07-11
229,3995,9.0,2014-04-18
229,5748,5.0,2012-06-20
229,3602,9.0,
229,6711,1.0,2021-02-01
229,5582,6.0,
229,1244,3.0,
229,410,4.0,2024-07-06
229,984,6.0,2016-08-31
229,3841,10.0,
229,758,1.0,
229,2691,9.0,
229,6541,6.0,2013-06-11
229,4450,2.0,
229,2143,5.0,2023-08-12
229,5095,9.0,2022-10-01
229,2398,5.0,2016-06-11
229,6103,1.0,
229,105,5.0,
229,1791,5.0,
229,4285,7.0,2012-01-18
229,6809,1.0,2021-02-24
229,522,1.0,
229,302,,2015-09-30
229,4588,4.0,2013-02-13
229,939,4.0,
229,286,7.0,
229,4253,2.0,
229,5421,7.0,
229,3871,5.0,
229,5362,7.0,2023-10-08
229,2916,4.0,2024-12-15
229,2011,7.0,
229,5482,7.0,
229,1090,5.0,
229,1466,8.0,2013-04-15
229,2410,6.0,
229,6451,1.0,2015-08-30
229,5485,8.0,2014-10-18
229,6581,8.0,2021-07-09
229,3074,4.0,
229,5002,3.0,
229,6760,7.0,
229,5132,10.0,
229,1014,4.0,2021-11-24
229,4217,4.0,2024-05-19
229,2810,7.0,
230,5036,4.0,
230,4761,1.0,2018-02-18
230,6084,2.0,2022-02-10
230,3218,7.0,2021-04-13
230,4858,6.0,
230,4255,2.0,
230,6740,5.0,
230,1437,6.0,
230,6086,5.0,
230,6677,6.0,2018-04-16
230,3718,4.0,
230,2652,7.0,2023-12-04
230,3694,1.0,2025-02-10
230,1867,10.0,
230,3371,6.0,2017-01-21
231,296,8.0,
231,1351,8.0,
231,386,2.0,2024-07-17
231,3356,3.0,
231,806,7.0,2025-01-09
231,2263,10.0,
231,362,7.0,
231,6002,8.0,2024-08-10
231,72,8.0,2024-10-19
231,1894,6.0,2025-05-10
231,4314,9.0,
231,3523,4.0,2023-11-26
231,3210,3.0,2022-01-29
231,4978,7.0,
231,6315,10.0,
231,5946,3.0,
231,1026,,2022-10-03
231,3425,1.0,
231,2832,,2022-12-19
231,4272,2.0,2025-01-12
231,2618,9.0,
231,990,1.0,2022-09-08
231,5035,5.0,2025-01-16
231,32,8.0,2022-05-07
231,5480,9.0,2023-11-17
231,1833,6.0,
231,6742,1.0,2023-09-22
231,5556,9.0,2025-05-23
231,4189,,
231,6755,8.0,2024-08-26
231,6299,10.0,2023-09-25
231,3739,7.0,
231,5207,4.0,
231,1166,7.0,
231,1377,5.0,2023-06-16
231,668,2.0,2022-01-21
231,4934,8.0,2023-11-01
231,5668,1.0,
231,6372,10.0,
231,3646,10.0,2022-10-02
231,3412,3.0,2024-08-21
231,1450,1.0,2023-10-29
231,3651,10.0,
231,1089,1.0,2025-04-15
231,5258,10.0,2023-10-17
231,622,9.0,
231,1987,3.0,
231,5491,1.0,2022-02-27
231,4555,1.0,2025-05-03
231,4213,2.0,2022-12-07
231,5821,10.0,
231,2501,9.0,2023-11-06
231,4365,7.0,2022-04-15
231,5465,3.0,2024-04-18
231,4186,3.0,
231,3673,10.0,
232,1045,,
232,5170,6.0,2016-09-10
232,175,8.0,
232,4444,1.0,
232,1503,4.0,2014-11-23
232,6327,3.0,
232,2667,9.0,2016-01-25
232,4190,8.0,
232,4,8.0,
232,5073,1.0,2013-06-15
232,3312,9.0,
232,3309,2.0,
232,5706,1.0,
232,236,3.0,2021-02-02
232,2395,10.0,2017-04-01
232,4493,4.0,
232,5200,7.0,
232,3006,7.0,
232,5361,6.0,
232,6285,1.0,2015-03-08
232,442,6.0,
232,3834,7.0,2018-10-28
232,5323,1.0,
232,3210,3.0,2023-02-28
232,5635,10.0,2021-02-11
232,4807,4.0,
232,2506,3.0,2014-05-26
232,972,5.0,
232,2333,10.0,
232,2843,8.0,
232,3862,,2020-01-17
232,6333,1.0,
232,2872,8.0,2013-10-29
232,4355,4.0,
232,6575,,
232,6351,,
232,874,,
232,5644,3.0,
232,1641,1.0,
232,5515,10.0,
232,4661,1.0,
232,4824,1.0,
232,5488,9.0,
232,2020,7.0,
232,3253,6.0,
232,5462,1.0,2017-10-17
232,6664,10.0,
232,790,7.0,
232,4458,10.0,2025-04-15
232,431,2.0,2019-08-25
232,3260,,2014-06-12
232,1969,10.0,2025-06-14
232,2483,3.0,2024-08-25
232,160,3.0,
232,414,4.0,
232,1547,,
232,4716,8.0,
232,1207,,
232,2157,1.0,2018-06-16
232,268,4.0,
232,1327,3.0,2025-05-24
232,1710,,
232,4936,3.0,2017-02-19
232,4504,8.0,
232,2540,,2019-03-26
232,4813,1.0,
232,289,4.0,2023-03-11
232,1155,9.0,2018-12-04
232,804,10.0,2023-12-27
232,637,6.0,
232,4402,3.0,2013-06-16
232,5492,5.0,2023-07-04
232,1216,2.0,2017-06-27
232,3538,1.0,2016-02-13
232,5045,,
232,6627,1.0,2014-12-08
232,1980,8.0,
232,3902,1.0,
232,392,8.0,2020-04-16
232,5705,8.0,2023-05-05
233,1210,7.0,2024-03-18
233,1399,3.0,
233,4702,7.0,
233,1820,2.0,
233,2122,10.0,2024-11-08
233,4477,9.0,
233,2826,10.0,2021-11-28
233,2846,9.0,
233,4297,2.0,2021-03-08
233,3327,9.0,
233,682,,
233,637,1.0,2020-05-07
233,3896,9.0,2024-12-27
233,683,,2025-01-26
233,4533,,
233,3526,3.0,2024-09-01
233,6167,7.0,
233,678,5.0,2022-04-02
233,4587,6.0,
233,4161,,2025-07-22
233,1794,5.0,
233,2381,6.0,2022-03-11
233,3994,2.0,
233,1735,5.0,2021-02-18
233,258,1.0,
234,4705,5.0,
234,3940,1.0,
234,6475,2.0,2016-02-25
234,3354,,
234,6611,1.0,2024-07-13
234,6760,8.0,2021-09-25
234,4575,3.0,2018-03-30
234,6199,1.0,2025-11-22
234,5072,5.0,
234,133,,
234,6688,3.0,
234,6363,10.0,2015-11-02
234,2287,,
234,5872,4.0,2016-08-16
234,877,,2018-10-05
234,1948,9.0,
234,2659,2.0,
234,5362,2.0,
234,5829,7.0,
234,860,5.0,2022-04-05
234,6744,6.0,
234,470,6.0,2019-06-29
234,127,3.0,2018-02-23
234,6556,3.0,
234,2448,6.0,2013-05-05
234,5555,7.0,2013-02-06
234,3582,3.0,2023-05-08
234,6594,10.0,2015-06-29
234,102,7.0,
234,2843,5.0,2018-06-21
234,1573,2.0,
234,1953,3.0,
234,3762,,
234,4481,7.0,2015-06-04
234,3666,2.0,
234,3374,,2012-08-31
234,2945,10.0,
234,6004,6.0,2011-09-14
234,67,7.0,2014-04-16
234,3210,1.0,
234,5778,8.0,2022-04-17
234,3012,3.0,2015-11-18
234,4913,5.0,
234,4124,4.0,2021-03-11
234,1310,4.0,2022-09-17
234,2948,8.0,
234,648,10.0,
234,3695,5.0,
234,6258,10.0,2023-02-19
234,2475,10.0,2022-10-01
234,2394,2.0,2022-08-07
234,5769,3.0,2021-06-11
234,4655,7.0,2016-06-27
234,3551,8.0,
234,5726,1.0,
234,5866,,2012-09-13
234,1214,10.0,2023-01-25
234,6753,5.0,2017-01-21
234,2440,8.0,
234,5050,,2021-11-13
234,3005,3.0,
234,3191,7.0,2023-01-29
234,2153,8.0,2015-03-19
234,3984,1.0,2024-08-21
234,5237,9.0,
234,972,7.0,2020-02-07
234,866,3.0,2022-05-29
234,5147,10.0,
234,4242,7.0,
234,4474,7.0,2011-08-31
234,5867,9.0,
234,5310,1.0,
234,206,1.0,2024-01-06
234,1475,5.0,2014-03-13
234,4777,1.0,
234,5642,2.0,
234,2772,8.0,
234,282,6.0,2012-11-17
234,1739,4.0,
234,3683,6.0,
234,2537,2.0,2023-05-02
234,4714,6.0,
234,3235,4.0,2021-06-03
234,5830,5.0,
234,6295,6.0,
234,489,,2021-07-29
234,3653,6.0,
234,4906,10.0,
234,3474,3.0,
234,1873,3.0,
234,5848,8.0,2020-01-18
234,4719,4.0,2023-01-16
234,3282,1.0,
234,6010,8.0,
235,2372,5.0,2023-09-04
236,6467,4.0,
236,5088,8.0,
236,3367,9.0,2024-03-24
236,2147,5.0,2024-01-12
236,4723,3.0,
236,6806,8.0,
236,6483,2.0,
236,6079,1.0,2021-02-26
236,4613,9.0,
236,3892,2.0,
236,4612,8.0,2022-02-11
236,3754,2.0,
